,data,label
23248,praktek dokter muhamat haf,praktek dokter muhamat haffiz
23249,sd neg pejangan 1,sd negeri pejangan 1
23250,sd negeri peja 1,sd negeri pejangan 1
23251,per 9,perhub 9
23252,sidom steel,sidomulyo steel
23253,beng kidah,bengkel kidah
23254,anal electronic toko,analisa electronic toko
23255,califo fried chicken,california fried chicken
23256,mila panji rumpin bogor,milagros panji rumpin bogor
23257,kan pos manggis,kantor pos manggis
23258,jend sudirman,jenderal sudirman
23259,brig kata,brigjen kata
23260,la zaz profesional parfum,la zazbia profesional parfum
23261,raya sume - cibeu,raya sume - cibeureum
23262,pus kasiak,pusaro kasiak
23263,pusp motor sragen,puspita motor sragen
23264,depot sel anda,depot selera anda
23265,musholla at-t,musholla at-taqwa
23266,ud sid jaya,ud sidrap jaya
23267,taman sudi indah,taman sudiang indah
23268,smp neg 1 mantewe,smp negeri 1 mantewe
23269,smp negeri 1 mant,smp negeri 1 mantewe
23270,anug dayu wisata. pt,anugrah dayu wisata. pt
23271,degayo cof lab,degayo coffee lab
23272,smp neg 2 satap tabongo,smp negeri 2 satap tabongo
23273,smp negeri 2 satap tabo,smp negeri 2 satap tabongo
23274,yamaha sip ampe,yamaha sip ampenan
23275,lum rebung bu tatik,lumpia rebung bu tatik
23276,lumpia reb bu tatik,lumpia rebung bu tatik
23277,term motor,termulia motor
23278,taman pendidikan al-q az - zahra,taman pendidikan al-quran az - zahra
23279,kost,kost.h.
23280,sekret gapoktan subur makmur desa wirasaba,sekretariat gapoktan subur makmur desa wirasaba
23281,sekretariat gapo subur makmur desa wirasaba,sekretariat gapoktan subur makmur desa wirasaba
23282,sekretariat gapoktan subur mak desa wirasaba,sekretariat gapoktan subur makmur desa wirasaba
23283,kursus seo onl,kursus seo online
23284,mitsub motor,mitsubishi motor
23285,sd muhamma 1,sd muhammadiyah 1
23286,karya pak oles tok pt,karya pak oles tokcer pt
23287,kap japa,kapten japa
23288,sume kel.,sumendi kel.
23289,ciga makmur,cigadung makmur
23290,cigadung mak,cigadung makmur
23291,masjid raya istiq,masjid raya istiqomah
23292,mas kregolan,masjid kregolan
23293,beng las andre,bengkel las andre
23294,sd neg 9 simpang keuramat,sd negeri 9 simpang keuramat
23295,kent fried chicken,kentucky fried chicken
23296,candra superm,candra supermarket
23297,toko pri,toko prince
23298,kan desa rongoh,kantor desa rongoh
23299,sd neg sinagar,sd negeri sinagar
23300,sd negeri sina,sd negeri sinagar
23301,boulevard gad serp,boulevard gading serp
23302,mas al- wathon mjd,masjid al- wathon mjd
23303,sam ratul 13,sam ratulangi 13
23304,bas rahmad,basuki rahmad
23305,basuki rah,basuki rahmad
23306,"sebe mayora group, perum budi indah","seberang mayora group, perum budi indah"
23307,"seberang may group, perum budi indah","seberang mayora group, perum budi indah"
23308,gang kend ix,gang kendung ix
23309,pon tanah mas,pondok tanah mas
23310,war asmoro,warung asmoro
23311,kwartir dae nanggroe aceh darussalam,kwartir daerah nanggroe aceh darussalam
23312,kwartir daerah nang aceh darussalam,kwartir daerah nanggroe aceh darussalam
23313,sd negeri 15 balae,sd negeri 15 balaesang
23314,poros pal,poros palu-s
23315,yaya nusantara,yayasan nusantara
23316,bapp lombok tengah,bappeda lombok tengah
23317,raya lem,raya lemaha
23318,kodja terram pt,kodja terramarin pt
23319,ayam pang jeng sri,ayam panggang jeng sri
23320,keml x,kemlaten x
23321,m. tau,m. taufiq
23322,raya rengasde,raya rengasdengklok
23323,jl. sin j,jl. singga j
23324,khar brownies,kharins brownies
23325,rest wong solo,restoran wong solo
23326,pt syn metrodata indonesia,pt synnex metrodata indonesia
23327,pt synnex metro indonesia,pt synnex metrodata indonesia
23328,rawa kun,rawa kuning
23329,alt cibu cileu,altern cibu cileu
23330,balikpapan selatan (76,balikpapan selatan (76115
23331,warung lala bang imron,warung lalapan bang imron
23332,ayam bumbu gem,ayam bumbu gembul
23333,mas nurul huda,masjid nurul huda
23334,toko sar material,toko sarang material
23335,advo & penasehat hukum moh ridwan sh,advokat & penasehat hukum moh ridwan sh
23336,advokat & penas hukum moh ridwan sh,advokat & penasehat hukum moh ridwan sh
23337,war makan kedai kang nurman kkn 2,warung makan kedai kang nurman kkn 2
23338,mart hokky,martabak hokky
23339,piere tend,piere tendean
23340,tb sum jati,tb sumber jati
23341,syafa kera,syafa keramik
23342,simp bypass,simpang bypass
23343,simpang byp,simpang bypass
23344,jl. nang gg. kasw,jl. nang gg. kaswari
23345,mentari international sch bintaro,mentari international school bintaro
23346,mentari international school bint,mentari international school bintaro
23347,abdullah tha sh,abdullah thalib sh
23348,taekw indonesia,taekwondo indonesia
23349,ruko cen square,ruko cendrawasih square
23350,ruko cendrawasih squ,ruko cendrawasih square
23351,wirab 3,wirabakti 3
23352,lont padang,lontong padang
23353,pd bpr bank dae kab. kediri,pd bpr bank daerah kab. kediri
23354,butik leu aisha,butik leutik aisha
23355,mas al quba,masjid al quba
23356,smp neg 3 polewali,smp negeri 3 polewali
23357,gabu pelaksana konstruksi nasional indonesia (gapensi),gabungan pelaksana konstruksi nasional indonesia (gapensi)
23358,gabungan pelak konstruksi nasional indonesia (gapensi),gabungan pelaksana konstruksi nasional indonesia (gapensi)
23359,gabungan pelaksana konstr nasional indonesia (gapensi),gabungan pelaksana konstruksi nasional indonesia (gapensi)
23360,madr ibtidaiyah negeri kumangan,madrasah ibtidaiyah negeri kumangan
23361,madrasah ibtida negeri kumangan,madrasah ibtidaiyah negeri kumangan
23362,madrasah ibtidaiyah neg kumangan,madrasah ibtidaiyah negeri kumangan
23363,kan kekar dtap,kantin kekar dtap
23364,fad taylor,fadila taylor
23365,gpdi gali toulour,gpdi galilea toulour
23366,pt mora berlian sakti,pt moradon berlian sakti
23367,pt moradon berl sakti,pt moradon berlian sakti
23368,tk ar rid,tk ar ridwan
23369,saleko dis tarakan,saleko distro tarakan
23370,cv duta mand,cv duta mandiri
23371,sent paint,sentosa paint
23372,teras alfamidi situ bul,teras alfamidi situ buleud
23373,warung dan toko rah,warung dan toko rahayu
23374,kan hukum nasrun & rekan,kantor hukum nasrun & rekan
23375,kantor hukum nasrun & kan,kantor hukum nasrun & rekan
23376,beri iv,beringin iv
23377,ger gke imanuel batu hitam,gereja gke imanuel batu hitam
23378,gereja gke iman batu hitam,gereja gke imanuel batu hitam
23379,arab kebab bang aji,arabian kebab bang aji
23380,sd neg 21 22 rawa badak utara,sd negeri 21 22 rawa badak utara
23381,u raya kemang,u raya kemanggisan
23382,home ser koepoe,home servis koepoe
23383,vie tk padasuka,vienna tk padasuka
23384,sd neg 2 singakerta,sd negeri 2 singakerta
23385,mas al-basyiriyah,masjid al-basyiriyah
23386,sd neg sidoharjo ii,sd negeri sidoharjo ii
23387,sd negeri sidoh ii,sd negeri sidoharjo ii
23388,kan desa keudekrueng,kantor desa keudekrueng
23389,dok ny lydia putri,dokter ny lydia putri
23390,perum kart raya blok g 1,perum kartama raya blok g 1
23391,grap telkomsel,grapari telkomsel
23392,grapari telko,grapari telkomsel
23393,"kre aditya mandiri, pt","kreasi aditya mandiri, pt"
23394,tra angkasa jaya,travel angkasa jaya
23395,travel angk jaya,travel angkasa jaya
23396,yaya darussalam pipitan,yayasan darussalam pipitan
23397,liv church of god,living church of god
23398,toko ber jaya,toko berkat jaya
23399,dapu #18 pasaraya manggarai lantai basement,dapuraya #18 pasaraya manggarai lantai basement
23400,dapuraya #1 pasaraya manggarai lantai basement,dapuraya #18 pasaraya manggarai lantai basement
23401,dapuraya #18 pasa manggarai lantai basement,dapuraya #18 pasaraya manggarai lantai basement
23402,dapuraya #18 pasaraya mangg lantai basement,dapuraya #18 pasaraya manggarai lantai basement
23403,komp. cent ratu latumenten,komp. central ratu latumenten
23404,komp. central ratu latum,komp. central ratu latumenten
23405,profe dok latum,profe dok latumeten
23406,ruko lag,ruko laguna
23407,sd negeri 2 lol timur,sd negeri 2 loloan timur
23408,smk bha 3,smk bhakti 3
23409,distributor nasa lamp barat,distributor nasa lampung barat
23410,dr. friday sp pk,"dr. fridayenti, sp pk"
23411,dok purw,dokter purw
23412,tas collection premium,tasyaa collection premium
23413,tasyaa collec premium,tasyaa collection premium
23414,lapa nggayam,lapangan nggayam
23415,rafl iii,raflesia iii
23416,posy dahlia 10,posyandu dahlia 10
23417,war ismail,warung ismail
23418,batu alam sum wijaya,batu alam sumber wijaya
23419,kan balai kampung asset,kantor balai kampung asset
23420,kantor balai kamp asset,kantor balai kampung asset
23421,kedai kopi saa,kedai kopi saabas
23422,nun tekwan,nununa tekwan
23423,nununa tek,nununa tekwan
23424,pang rambut surya,pangkas rambut surya
23425,pangkas ram surya,pangkas rambut surya
23426,ud ade mus,ud ade muslih
23427,ger kristen protestan angkola,gereja kristen protestan angkola
23428,gereja kris protestan angkola,gereja kristen protestan angkola
23429,gereja kristen protestan angk,gereja kristen protestan angkola
23430,lapa bola kaki sebawi,lapangan bola kaki sebawi
23431,marra squ,marrakash squ
23432,gg. cend,gg. cendana
23433,bank rak indonesia,bank rakyat indonesia
23434,ren mobil mekarsari,rental mobil mekarsari
23435,kar anyar rt1 rw46,karang anyar rt1 rw46
23436,gg.ar kar,gg.ar karang
23437,pan indah xv,panges indah xv
23438,kon,kondan
23439,koperasi bang mandiri barokah,koperasi bangkit mandiri barokah
23440,koperasi bangkit mand barokah,koperasi bangkit mandiri barokah
23441,mie kuah seg,mie kuah segeri
23442,pang hida,pang hidayat
23443,pt. tani pert jaya,pt. tani pertiwi jaya
23444,sul muha mans,sul muha mansyur
23445,law off ridwan safarruddin dan partners,law office ridwan safarruddin dan partners
23446,law office rid safarruddin dan partners,law office ridwan safarruddin dan partners
23447,law office ridwan safarr dan partners,law office ridwan safarruddin dan partners
23448,toko kamp wetan,toko kampung wetan
23449,toko.meblanje.com - akses hp dan gadget murah,toko.meblanje.com - aksesoris hp dan gadget murah
23450,pt. radio swara djathayu,pt. radio swaratama djathayu
23451,wah sarana teknik cv,wahana sarana teknik cv
23452,gar hitam,garuda hitam
23453,dukuh kup timur vi,dukuh kupang timur vi
23454,sd neg 10 temurejo,sd negeri 10 temurejo
23455,mush baiturrohim,musholla baiturrohim
23456,mi neg nglungge polanharjo,mi negeri nglungge polanharjo
23457,mi negeri nglungge polanh,mi negeri nglungge polanharjo
23458,nyo numadi,nyoman numadi
23459,arnid,arnidecor
23460,taman pendid al qur'an cinta karya,taman pendidikan al qur'an cinta karya
23461,kal 11,kalimu 11
23462,wfb cen public opinion,wfb centre public opinion
23463,rest sumatera,restoran sumatera
23464,sce trendy collection,scells trendy collection
23465,mart bahari cikini,martabak bahari cikini
23466,cent bearindo international. pt,central bearindo international. pt
23467,central bear international. pt,central bearindo international. pt
23468,central bearindo internat pt,central bearindo international. pt
23469,kan desa blangguron,kantor desa blangguron
23470,irsya ummah,irsyaadul ummah
23471,perum grand sut cile,perumahan grand sut cile
23472,bou 5,bougen 5
23473,yasasan nurul hikmah ali ra ra ayun,yasasan nurul hikmah ali ra qurrata ayun
23474,pad,padang
23475,pangkas ram panca,pangkas rambut panca
23476,war nisa,warkop nisa
23477,margam gg 3,"margamulya, gg 3"
23478,kh abdu syafiie,kh abdullah syafiie
23479,taman watula 4,taman watulawang 4
23480,pt expe infotech prima,pt expedite infotech prima
23481,pt expedite info prima,pt expedite infotech prima
23482,mi swa nurul islam,mi swasta nurul islam
23483,andi map,andi mappan
23484,pangkas ram sumatera,pangkas rambut sumatera
23485,teuku muha tajib idie,teuku muhammad tajib idie
23486,pro laundry,profit laundry
23487,mas ash shiddiq,masjid ash shiddiq
23488,gar ud,garmas ud
23489,bidan mard am keb,bidan mardiani am keb
23490,harum 2,harumanis 2
23491,raudh mutaallimin,raudhatul mutaallimin
23492,kope gabir jaya,koperasi gabir jaya
23493,jend ahmad yani,jenderal ahmad yani
23494,war makan bu rahayu,warung makan bu rahayu
23495,warung makan bu rah,warung makan bu rahayu
23496,"budi sal farizy, s.h","budi salman farizy, s.h"
23497,budi salman fari s.h,"budi salman farizy, s.h"
23498,kebon kang xiii,kebon kangkung xiii
23499,maje bandit banten tangerang,majelis bandit banten tangerang
23500,majelis ban banten tangerang,majelis bandit banten tangerang
23501,majelis bandit ban tangerang,majelis bandit banten tangerang
23502,nasi bejek mbah far,nasi bejek mbah farrel
23503,bap laun,bap laundry
23504,mas at taqwa,masjid at taqwa
23505,kantor badan lingku hidup kebersihan,kantor badan lingkungan hidup kebersihan
23506,mush al- hidayah,musholla al- hidayah
23507,jendral sudi,jendral sudirman
23508,ciba per,ciba permai
23509,muha jufri 4,muhammad jufri 4
23510,dan's warung kam,dan's warung kamera
23511,taman cib utara,taman cibeun utara
23512,war bubur dong rama,warung bubur dong rama
23513,cros store,crossfox store
23514,dok pundi ferianto,dokter pundi ferianto
23515,indo cargo perkasa pt,indotrac cargo perkasa pt
23516,indotrac cargo perk pt,indotrac cargo perkasa pt
23517,bunda cutt,bunda cutting
23518,kantor perwak po dahlia indah,kantor perwakilan po dahlia indah
23519,kantor perwakilan po dah indah,kantor perwakilan po dahlia indah
23520,kantor perwakilan po dahlia dah,kantor perwakilan po dahlia indah
23521,kb negeri pemb simpang tiga,kb negeri pembina simpang tiga
23522,kon handphone,konter handphone
23523,vict busana,victoria busana
23524,nib utama,nibung utama
23525,cihareu motekar,cihareuyheuy motekar
23526,gg. aryo penang,gg. aryo penangsang
23527,bak asun,bakmie asun
23528,pon surya,pondok surya
23529,irig raya,irigasi raya
23530,"jl. rw. sel. 2, gg. kemu","jl. rw. sel. 2, gg. kemuning"
23531,bank nag,bank nagari
23532,pab aquila herbal kosmetik,pabrik aquila herbal kosmetik
23533,pabrik aqu herbal kosmetik,pabrik aquila herbal kosmetik
23534,pabrik aquila her kosmetik,pabrik aquila herbal kosmetik
23535,rem rem toko,rempah rempah toko
23536,rem rem toko,rempah rempah toko
23537,halim perd kus,halim perd kusuma
23538,smp islam plus yad karang baru,smp islam plus yadaro karang baru
23539,bahagia batt ii,bahagia battery ii
23540,kemb kun kulon ii,kembang kun kulon ii
23541,bril toko mia bisa top up brizzi,brilink toko mia bisa top up brizzi
23542,flyo keram,flyover keram
23543,samp - pag,samp - pagadu
23544,mush attaqwa,musholla attaqwa
23545,toko karu,toko karunia
23546,bint per raya,bint permai raya
23547,sang rias manten risky,sanggar rias manten risky
23548,sanggar rias man risky,sanggar rias manten risky
23549,percetakan purn,percetakan purnomo
23550,toko raja,toko rajawali
23551,ris thai tea,rismar thai tea
23552,bank saud,bank saudara
23553,arra 2,arrahman 2
23554,otang mun motor,otang munjul motor
23555,mts swa nurus salam,mts swasta nurus salam
23556,madr diniyah nurul ilmi alzamzami,madrasah diniyah nurul ilmi alzamzami
23557,madrasah dini nurul ilmi alzamzami,madrasah diniyah nurul ilmi alzamzami
23558,lep tour & travel pt,lepoin tour & travel pt
23559,lepoin tour & tra pt,lepoin tour & travel pt
23560,nagitha onl shop,nagitha online shop
23561,beng las edi,bengkel las edi
23562,suma store,sumarjo store
23563,barat kel gad,barat kelapa gad
23564,kan hukum rasman,kantor hukum rasman
23565,enbe gro celana kolor,enbe grosir celana kolor
23566,raya pemda ked hal,raya pemda kedung hal
23567,ban (baturaja cendol),bandol (baturaja cendol)
23568,lingga dha lan 1,lingga dharma lan 1
23569,mrajan kawitan dalem nyal br tabunan,mrajan kawitan dalem nyalian br tabunan
23570,perum pesona sindang sari,perumahan pesona sindang sari
23571,tk raudh arifin,tk raudhatul arifin
23572,tk raudhatul ari,tk raudhatul arifin
23573,mes,mesjid
23574,pengob alternatif bapak iskandar pulo,pengobatan alternatif bapak iskandar pulo
23575,pengobatan altern bapak iskandar pulo,pengobatan alternatif bapak iskandar pulo
23576,praktek dr. mei nanik sp. b,praktek dr. meidan nanik sp. b
23577,sen aliba prawiro,sentot aliba prawiro
23578,smp muhamma ahmad dahlan pamijahan,smp muhammadiyah ahmad dahlan pamijahan
23579,smp muhammadiyah ahmad dahlan pamij,smp muhammadiyah ahmad dahlan pamijahan
23580,toko sinar flo,toko sinar flores
23581,sinar interm pt,sinar intermark. pt
23582,lin gun tua,lin gunung tua
23583,mush al-falah cilentrang,musholla al-falah cilentrang
23584,jln muti 3 d4,jln mutiara 3  d4
23585,hi.m,hi.moh.
23586,berkah pro,berkah profil
23587,lan abadi,lancar abadi
23588,brig sla riyadi,brigjen sla riyadi
23589,service elektr,service elektronik
23590,dis endek bali,distha endek bali
23591,manu mulyo,manukan mulyo
23592,depot tre,depot tresna
23593,kedai nas pas,kedai nasgor pas
23594,stad lama,stadion lama
23595,sto tianshinaga aceh,stokis tianshinaga aceh
23596,stokis tiansh aceh,stokis tianshinaga aceh
23597,mel,melati
23598,beng motor,bengkel motor
23599,war makan garuda,warung makan garuda
23600,warung makan gar,warung makan garuda
23601,juli tgk dila kel.,juli tgk dilampoh kel.
23602,yos suda,yos sudarso
23603,kope mulia abadi,koperasi mulia abadi
23604,siwa utara ii,siwalan utara ii
23605,param unioun square,paramount unioun square
